customer_id,gender,age,senior_citizen,region,contract_type,tenure_months,internet_service,payment_method,paperless_billing,streaming_service,tech_support,online_security,monthly_charges,discount_percent,total_charges,support_tickets,satisfaction_score,churn,churn_reason
CUST-10354,Female,52,No,South,Month-to-Month,1,Fiber Optic,Credit Card,Yes,No,Yes,Yes,81.34,3.11,83.24,1,3.2,Yes,No Long-Term Commitment
CUST-10355,Male,55,No,South,Month-to-Month,7,Fiber Optic,Credit Card,Yes,No,Yes,No,86.59,2.02,632.83,2,2.3,Yes,Service Reliability Issues
CUST-10356,Female,31,No,Midwest,Month-to-Month,26,Fiber Optic,Electronic Check,Yes,Yes,No,No,91.58,2.04,2327.94,3,3.5,Yes,Poor Support Experience
CUST-10357,Male,23,No,Northeast,One Year,32,Fiber Optic,Bank Transfer,No,Yes,No,Yes,101.2,8.19,3296.22,4,4.2,No,Retained
CUST-10358,Male,18,No,Midwest,Two Year,32,DSL,Mailed Check,Yes,Yes,No,Yes,80.55,12.81,2595.98,0,4.7,No,Retained
CUST-10359,Male,49,No,South,Month-to-Month,28,DSL,Mailed Check,Yes,No,No,Yes,61.05,2.43,1756.99,1,3.7,Yes,No Long-Term Commitment
CUST-10360,Female,27,No,South,Month-to-Month,16,Fiber Optic,Electronic Check,No,Yes,No,Yes,105.67,3.59,1721.32,2,3.7,Yes,Price Too High
CUST-10361,Male,18,No,Northeast,Month-to-Month,24,DSL,Bank Transfer,No,No,No,Yes,56.51,1.61,1355.83,0,3.3,Yes,Competitor Offer
CUST-10362,Female,47,No,South,Month-to-Month,14,Fiber Optic,Bank Transfer,Yes,No,Yes,Yes,98.63,1.54,1335.87,3,3.2,Yes,Competitor Offer
CUST-10363,Male,77,Yes,South,Two Year,34,Fiber Optic,Credit Card,No,Yes,No,No,94.29,14.07,3186.14,3,2.0,No,Retained
CUST-10364,Male,42,No,Midwest,Month-to-Month,20,Fiber Optic,Credit Card,No,No,No,No,88.36,2.45,1822.83,3,2.8,Yes,No Long-Term Commitment
CUST-10365,Female,54,No,Midwest,Month-to-Month,20,Fiber Optic,Bank Transfer,No,No,Yes,Yes,90.16,0.12,1851.69,1,4.3,No,Retained
CUST-10366,Male,43,No,Midwest,One Year,43,Fiber Optic,Credit Card,Yes,No,No,Yes,73.69,5.55,3146.98,0,4.6,No,Retained
CUST-10367,Male,41,No,South,Month-to-Month,22,DSL,Credit Card,Yes,Yes,Yes,No,58.71,3.22,1192.98,3,3.7,No,Retained
CUST-10368,Female,55,No,South,One Year,30,Fiber Optic,Credit Card,No,No,Yes,No,79.6,8.22,2380.56,1,4.1,No,Retained
CUST-10369,Female,38,No,Northeast,Month-to-Month,28,None,Credit Card,No,No,No,No,24.35,1.08,671.73,4,2.4,Yes,Poor Support Experience
CUST-10370,Female,46,No,South,One Year,10,Fiber Optic,Electronic Check,Yes,No,No,No,60.92,8.36,600.46,2,3.6,No,Retained
CUST-10371,Female,47,No,Midwest,Two Year,67,Fiber Optic,Mailed Check,Yes,Yes,Yes,Yes,78.62,9.33,5286.04,3,3.9,No,Retained
CUST-10372,Female,33,No,Midwest,One Year,26,Fiber Optic,Bank Transfer,Yes,No,No,Yes,70.96,7.22,1875.63,5,2.6,No,Retained
CUST-10373,Male,56,No,Midwest,Two Year,29,DSL,Credit Card,Yes,Yes,No,No,64.47,10.03,1904.29,1,3.6,No,Retained
CUST-10374,Female,40,No,South,Month-to-Month,15,Fiber Optic,Electronic Check,Yes,Yes,Yes,Yes,103.57,0.68,1569.15,1,3.0,Yes,Price Too High
CUST-10375,Female,31,No,South,Month-to-Month,6,DSL,Credit Card,Yes,Yes,No,No,62.44,3.62,311.61,2,3.3,No,Retained
CUST-10376,Male,50,No,Midwest,One Year,34,DSL,Electronic Check,No,No,No,No,70.32,3.44,2378.94,0,3.4,No,Retained
CUST-10377,Female,29,No,Northeast,One Year,24,DSL,Electronic Check,Yes,Yes,No,No,65.79,5.34,1659.6,1,3.8,Yes,Competitor Offer
CUST-10378,Male,42,No,Northeast,Month-to-Month,1,DSL,Credit Card,No,No,No,Yes,56.53,0.03,69.63,2,3.2,Yes,Moved/No Longer Needed
CUST-10379,Female,42,No,South,Month-to-Month,1,Fiber Optic,Credit Card,Yes,No,No,No,77.89,1.05,90.76,2,2.3,Yes,Service Reliability Issues
CUST-10380,Female,57,No,South,Month-to-Month,13,Fiber Optic,Credit Card,Yes,Yes,No,No,110.67,0.8,1451.29,4,4.7,Yes,Price Too High
CUST-10381,Male,49,No,Northeast,Month-to-Month,3,Fiber Optic,Electronic Check,Yes,No,No,Yes,85.97,0.06,272.45,3,2.1,Yes,No Long-Term Commitment
CUST-10382,Male,42,No,Midwest,Month-to-Month,10,DSL,Credit Card,Yes,Yes,No,Yes,71.49,2.93,631.49,1,3.6,No,Retained
CUST-10383,Male,53,No,Northeast,One Year,26,Fiber Optic,Electronic Check,No,Yes,No,No,67.34,3.35,1742.46,2,3.5,No,Retained
CUST-10384,Male,61,No,South,Month-to-Month,3,Fiber Optic,Mailed Check,No,No,No,No,71.04,3.17,211.79,3,2.8,No,Retained
CUST-10385,Male,50,No,West,Month-to-Month,9,None,Credit Card,Yes,No,Yes,Yes,53.27,1.03,524.28,0,3.9,No,Retained
CUST-10386,Female,42,No,Midwest,One Year,45,Fiber Optic,Bank Transfer,Yes,No,Yes,Yes,79.84,5.35,3594.47,0,3.3,No,Retained
CUST-10387,Female,24,No,Midwest,One Year,8,DSL,Electronic Check,Yes,No,Yes,No,45.74,2.73,308.29,0,4.6,No,Retained
CUST-10388,Male,27,No,West,Two Year,36,DSL,Electronic Check,No,Yes,Yes,No,65.01,5.49,2355.41,0,4.0,No,Retained
CUST-10389,Male,38,No,South,One Year,43,Fiber Optic,Mailed Check,No,Yes,Yes,No,104.71,6.88,4474.4,2,3.7,No,Retained
CUST-10390,Male,33,No,West,Month-to-Month,13,Fiber Optic,Electronic Check,Yes,No,No,No,90.84,2.54,1138.33,3,4.1,Yes,Poor Support Experience
CUST-10391,Female,39,No,South,One Year,25,Fiber Optic,Credit Card,No,Yes,No,Yes,76.52,8.21,1883.8,2,3.3,No,Retained
CUST-10392,Female,43,No,West,Month-to-Month,20,DSL,Credit Card,No,Yes,No,No,77.57,3.12,1570.39,2,4.1,No,Retained
CUST-10393,Male,49,No,Northeast,Month-to-Month,12,DSL,Electronic Check,Yes,No,No,Yes,50.37,2.88,648.5,0,5.0,No,Retained
CUST-10394,Female,41,No,West,One Year,39,DSL,Bank Transfer,Yes,Yes,No,No,83.55,5.96,3275.35,3,3.2,No,Retained
CUST-10395,Male,49,No,Northeast,Two Year,32,None,Credit Card,No,Yes,No,No,48.54,8.32,1575.4,2,4.1,No,Retained
CUST-10396,Male,43,No,South,Month-to-Month,24,DSL,Electronic Check,No,No,No,Yes,76.57,1.07,1854.24,1,3.4,Yes,Moved/No Longer Needed
CUST-10397,Female,18,No,Midwest,Month-to-Month,23,Fiber Optic,Electronic Check,Yes,No,Yes,No,61.44,1.57,1416.67,1,4.7,No,Retained
CUST-10398,Male,29,No,Northeast,Month-to-Month,16,Fiber Optic,Electronic Check,Yes,No,No,No,83.19,1.12,1355.43,5,2.4,Yes,Competitor Offer
CUST-10399,Male,40,No,South,Month-to-Month,23,DSL,Bank Transfer,Yes,No,No,Yes,65.31,0.91,1417.47,4,3.6,Yes,Poor Support Experience
CUST-10400,Female,25,No,South,Month-to-Month,6,Fiber Optic,Bank Transfer,Yes,Yes,Yes,Yes,107.64,3.22,649.73,2,3.9,No,Retained
CUST-10401,Male,50,No,West,One Year,18,Fiber Optic,Electronic Check,No,No,No,No,84.04,3.38,1476.15,1,2.8,No,Retained
CUST-10402,Female,63,No,South,Month-to-Month,17,DSL,Electronic Check,Yes,No,No,Yes,65.28,2.26,1150.46,0,3.5,No,Retained
CUST-10403,Male,59,No,Midwest,Two Year,34,Fiber Optic,Bank Transfer,No,Yes,Yes,No,76.65,12.69,2600.95,1,3.2,No,Retained
CUST-10404,Female,39,No,Northeast,One Year,14,None,Credit Card,No,Yes,No,Yes,61.27,6.26,858.86,3,4.1,Yes,Competitor Offer
CUST-10405,Male,63,No,West,One Year,22,DSL,Credit Card,Yes,No,Yes,No,63.15,4.72,1336.62,2,2.6,No,Retained
CUST-10406,Female,44,No,South,Two Year,72,Fiber Optic,Credit Card,Yes,No,Yes,Yes,71.58,8.85,5189.35,1,4.0,No,Retained
CUST-10407,Female,37,No,West,Month-to-Month,2,None,Electronic Check,Yes,No,No,Yes,31.68,3.87,85.32,0,4.6,Yes,Competitor Offer
CUST-10408,Male,33,No,Midwest,Month-to-Month,19,Fiber Optic,Bank Transfer,No,No,No,No,56.57,2.91,1094.32,4,3.1,Yes,Poor Support Experience
CUST-10409,Female,38,No,South,One Year,24,Fiber Optic,Mailed Check,Yes,No,No,No,63.65,8.91,1499.14,4,4.0,No,Retained
CUST-10410,Female,37,No,West,Two Year,67,Fiber Optic,Electronic Check,Yes,No,No,Yes,86.55,9.11,5771.77,2,1.6,Yes,Service Reliability Issues
CUST-10411,Male,44,No,Midwest,One Year,12,Fiber Optic,Credit Card,No,No,Yes,Yes,85.16,6.55,1029.75,1,3.9,No,Retained
CUST-10412,Male,44,No,Midwest,Month-to-Month,22,DSL,Credit Card,Yes,Yes,No,No,65.1,0.82,1407.89,2,3.4,No,Retained
CUST-10413,Male,42,No,South,Two Year,53,Fiber Optic,Credit Card,No,No,No,No,77.15,9.93,4104.17,4,1.8,No,Retained
CUST-10414,Male,48,No,Midwest,Month-to-Month,10,Fiber Optic,Electronic Check,No,Yes,No,No,77.99,0.03,704.27,1,2.9,Yes,Service Reliability Issues
CUST-10415,Female,59,No,South,Two Year,70,Fiber Optic,Bank Transfer,Yes,No,Yes,No,78.56,6.63,5482.14,1,5.0,No,Retained
CUST-10416,Female,55,No,South,Two Year,31,DSL,Credit Card,Yes,No,No,No,54.71,5.42,1758.9,7,2.8,No,Retained
CUST-10417,Female,21,No,Northeast,Month-to-Month,9,DSL,Credit Card,No,No,No,No,67.09,3.26,619.19,0,4.6,No,Retained
CUST-10418,Male,18,No,Midwest,One Year,22,Fiber Optic,Electronic Check,No,No,No,No,53.63,6.03,1185.7,3,4.0,No,Retained
CUST-10419,Male,55,No,South,Month-to-Month,27,Fiber Optic,Electronic Check,Yes,Yes,No,No,76.31,1.92,2129.85,2,2.4,Yes,Poor Support Experience
CUST-10420,Male,23,No,South,Month-to-Month,15,Fiber Optic,Electronic Check,Yes,Yes,No,Yes,71.47,3.86,990.29,1,3.9,Yes,Competitor Offer
CUST-10421,Male,39,No,South,Month-to-Month,2,Fiber Optic,Bank Transfer,Yes,Yes,No,Yes,90.0,0.97,151.46,0,4.5,Yes,Service Reliability Issues
CUST-10422,Female,26,No,South,One Year,41,DSL,Electronic Check,No,No,No,Yes,74.1,7.99,3024.06,0,3.7,No,Retained
CUST-10423,Female,18,No,South,Two Year,30,DSL,Bank Transfer,Yes,No,Yes,Yes,61.28,8.44,1868.44,0,5.0,No,Retained
CUST-10424,Female,50,No,South,One Year,22,Fiber Optic,Credit Card,Yes,No,No,Yes,71.96,5.15,1613.77,2,3.0,No,Retained
CUST-10425,Male,53,No,West,Month-to-Month,5,Fiber Optic,Credit Card,No,Yes,No,No,96.49,2.0,452.14,1,3.5,Yes,Price Too High
CUST-10426,Female,34,No,Midwest,One Year,44,Fiber Optic,Credit Card,Yes,No,No,No,86.16,2.99,3825.97,0,4.0,No,Retained
CUST-10427,Male,18,No,Midwest,Two Year,29,DSL,Credit Card,Yes,No,No,No,53.32,9.53,1532.16,2,4.1,No,Retained
CUST-10428,Female,34,No,Midwest,Month-to-Month,21,Fiber Optic,Electronic Check,Yes,No,Yes,Yes,94.8,2.49,2033.21,2,2.9,Yes,Poor Support Experience
CUST-10429,Female,47,No,South,Two Year,65,None,Electronic Check,No,No,No,Yes,27.14,12.69,1727.96,2,4.3,No,Retained
CUST-10430,Female,21,No,Northeast,Month-to-Month,27,DSL,Bank Transfer,Yes,No,No,No,74.15,3.12,1997.73,2,3.8,No,Retained
CUST-10431,Male,45,No,Northeast,One Year,12,Fiber Optic,Bank Transfer,No,No,Yes,Yes,107.3,6.52,1270.44,0,2.3,No,Retained
CUST-10432,Male,42,No,Northeast,Month-to-Month,17,DSL,Electronic Check,No,Yes,Yes,No,82.68,3.01,1442.52,3,4.7,No,Retained
CUST-10433,Female,50,No,Northeast,Month-to-Month,7,None,Credit Card,Yes,No,Yes,No,19.31,3.46,116.87,1,3.0,Yes,Competitor Offer
CUST-10434,Female,44,No,Northeast,Month-to-Month,4,DSL,Electronic Check,Yes,Yes,No,Yes,68.8,3.51,273.71,4,4.5,Yes,Poor Support Experience
CUST-10435,Male,28,No,West,One Year,45,Fiber Optic,Electronic Check,Yes,No,No,Yes,83.63,6.4,3781.09,2,3.4,No,Retained
CUST-10436,Female,59,No,South,Month-to-Month,13,Fiber Optic,Electronic Check,Yes,Yes,No,No,81.59,1.63,1079.75,2,3.2,Yes,Moved/No Longer Needed
CUST-10437,Male,40,No,Midwest,Month-to-Month,4,DSL,Bank Transfer,No,Yes,No,No,83.84,3.93,366.4,2,3.8,No,Retained
CUST-10438,Male,42,No,Midwest,One Year,43,DSL,Electronic Check,No,No,No,No,62.39,6.97,2690.16,1,3.2,Yes,Competitor Offer
CUST-10439,Female,29,No,Midwest,Two Year,36,DSL,Electronic Check,Yes,Yes,Yes,No,66.63,5.51,2384.04,1,2.2,No,Retained
CUST-10440,Female,36,No,West,Month-to-Month,5,DSL,Electronic Check,Yes,No,No,Yes,65.97,0.64,317.61,1,3.7,Yes,No Long-Term Commitment
CUST-10441,Male,30,No,South,Month-to-Month,30,DSL,Electronic Check,Yes,No,No,No,47.34,3.92,1421.1,0,4.3,Yes,No Long-Term Commitment
CUST-10442,Female,40,No,West,Month-to-Month,12,None,Credit Card,No,No,No,Yes,40.63,2.82,496.3,1,5.0,No,Retained
CUST-10443,Female,66,Yes,Northeast,Month-to-Month,4,Fiber Optic,Electronic Check,Yes,No,No,Yes,73.07,3.01,287.13,3,2.3,Yes,No Long-Term Commitment
CUST-10444,Male,23,No,West,Two Year,35,DSL,Electronic Check,Yes,Yes,No,No,76.95,10.63,2693.92,1,4.2,No,Retained
CUST-10445,Male,19,No,West,Two Year,40,DSL,Credit Card,Yes,No,No,No,80.41,5.83,3163.3,1,3.7,No,Retained
CUST-10446,Male,63,No,South,One Year,14,DSL,Electronic Check,Yes,Yes,Yes,Yes,61.75,8.97,887.86,1,3.8,No,Retained
CUST-10447,Male,39,No,West,Month-to-Month,4,DSL,Bank Transfer,Yes,Yes,No,Yes,53.44,2.69,220.1,5,3.5,Yes,No Long-Term Commitment
CUST-10448,Female,33,No,Northeast,One Year,29,Fiber Optic,Credit Card,Yes,No,Yes,Yes,78.69,8.56,2317.08,2,3.1,No,Retained
CUST-10449,Female,57,No,Midwest,One Year,19,DSL,Electronic Check,Yes,Yes,No,Yes,57.37,4.03,1090.04,4,3.1,Yes,Poor Support Experience
CUST-10450,Male,34,No,Midwest,Two Year,16,DSL,Credit Card,No,No,No,Yes,59.87,10.04,897.08,2,4.4,No,Retained
CUST-10451,Male,68,Yes,West,One Year,23,Fiber Optic,Electronic Check,Yes,No,Yes,No,87.97,4.37,2010.76,4,3.5,No,Retained
CUST-10452,Female,51,No,Midwest,One Year,47,Fiber Optic,Credit Card,Yes,No,Yes,No,92.08,8.77,4320.76,3,1.9,Yes,Price Too High
CUST-10453,Male,35,No,South,One Year,24,Fiber Optic,Credit Card,Yes,No,Yes,No,83.11,2.71,2020.64,3,2.8,No,Retained
CUST-10454,Female,72,Yes,Midwest,Month-to-Month,12,Fiber Optic,Electronic Check,Yes,Yes,No,No,85.12,0.65,948.98,1,3.3,Yes,Competitor Offer
CUST-10455,Female,34,No,West,Two Year,29,Fiber Optic,Credit Card,Yes,No,No,No,47.2,9.69,1370.24,2,4.2,No,Retained
CUST-10456,Female,52,No,West,Month-to-Month,17,Fiber Optic,Bank Transfer,Yes,No,No,No,76.07,0.31,1311.17,3,3.0,No,Retained
CUST-10457,Female,46,No,Midwest,One Year,35,DSL,Mailed Check,Yes,No,Yes,No,63.44,6.52,2197.25,1,3.8,No,Retained
CUST-10458,Female,60,No,Northeast,Month-to-Month,24,DSL,Credit Card,Yes,Yes,No,Yes,83.85,2.12,2015.01,2,4.5,No,Retained
CUST-10459,Female,64,No,South,One Year,16,DSL,Credit Card,Yes,No,No,No,47.88,7.02,744.13,0,3.7,No,Retained
CUST-10460,Female,42,No,Northeast,One Year,40,DSL,Electronic Check,Yes,Yes,Yes,No,67.24,8.86,2664.06,2,4.7,No,Retained
CUST-10461,Male,31,No,South,Month-to-Month,23,Fiber Optic,Electronic Check,No,Yes,No,No,68.5,2.51,1561.21,4,1.7,Yes,Poor Support Experience
CUST-10462,Male,48,No,West,Month-to-Month,17,Fiber Optic,Credit Card,Yes,No,No,No,46.71,3.69,769.2,1,3.4,Yes,No Long-Term Commitment
CUST-10463,Male,33,No,South,One Year,6,DSL,Credit Card,Yes,No,Yes,Yes,57.0,4.52,365.93,1,2.7,Yes,Poor Support Experience
CUST-10464,Male,70,Yes,South,One Year,20,Fiber Optic,Mailed Check,Yes,No,No,No,54.72,4.27,1068.68,1,3.8,No,Retained
CUST-10465,Female,44,No,West,Month-to-Month,28,None,Credit Card,Yes,No,No,Yes,46.17,3.9,1261.16,0,4.6,No,Retained
CUST-10466,Female,37,No,South,Month-to-Month,9,DSL,Credit Card,Yes,No,Yes,No,59.88,1.48,600.8,1,3.6,Yes,No Long-Term Commitment
CUST-10467,Male,45,No,West,One Year,20,DSL,Credit Card,Yes,Yes,Yes,Yes,71.77,8.62,1469.03,4,2.6,No,Retained
CUST-10468,Female,23,No,Northeast,Month-to-Month,28,None,Bank Transfer,No,Yes,Yes,Yes,50.89,0.59,1359.77,2,2.4,Yes,Poor Support Experience
CUST-10469,Male,28,No,South,Month-to-Month,24,Fiber Optic,Credit Card,Yes,Yes,Yes,Yes,62.14,0.11,1464.59,2,4.8,No,Retained
CUST-10470,Female,59,No,Midwest,Month-to-Month,28,Fiber Optic,Credit Card,Yes,No,No,No,90.37,3.96,2538.85,4,2.6,Yes,Price Too High
CUST-10471,Male,33,No,West,Month-to-Month,29,DSL,Electronic Check,No,Yes,No,Yes,65.26,1.12,1903.87,2,3.1,No,Retained
CUST-10472,Female,27,No,Midwest,Month-to-Month,3,Fiber Optic,Bank Transfer,No,Yes,Yes,No,86.73,3.69,208.02,6,3.4,Yes,Poor Support Experience
CUST-10473,Male,50,No,South,Month-to-Month,22,None,Electronic Check,Yes,No,No,Yes,25.48,3.98,601.11,1,3.5,Yes,Moved/No Longer Needed
CUST-10474,Male,59,No,South,Month-to-Month,27,Fiber Optic,Bank Transfer,Yes,Yes,Yes,No,104.1,2.4,2839.58,4,1.9,Yes,Price Too High
CUST-10475,Male,52,No,South,Month-to-Month,19,DSL,Credit Card,Yes,Yes,Yes,No,80.62,0.13,1548.65,1,3.2,Yes,Competitor Offer
CUST-10476,Female,56,No,South,Month-to-Month,13,DSL,Credit Card,Yes,No,Yes,Yes,62.87,0.33,864.8,3,2.6,No,Retained
CUST-10477,Male,31,No,South,Month-to-Month,12,DSL,Credit Card,Yes,Yes,No,Yes,71.88,1.93,878.39,0,3.1,No,Retained
CUST-10478,Male,22,No,Midwest,Month-to-Month,20,Fiber Optic,Bank Transfer,Yes,Yes,No,No,106.39,1.62,2143.5,1,2.8,Yes,Service Reliability Issues
CUST-10479,Male,63,No,Northeast,Two Year,12,Fiber Optic,Electronic Check,No,Yes,Yes,No,84.97,9.72,1074.16,1,5.0,No,Retained
CUST-10480,Male,37,No,Northeast,Month-to-Month,21,DSL,Bank Transfer,Yes,No,Yes,No,63.68,1.76,1375.82,3,2.3,Yes,Poor Support Experience
CUST-10481,Male,38,No,Midwest,Month-to-Month,17,Fiber Optic,Credit Card,Yes,No,No,Yes,68.06,3.74,1127.57,4,1.8,Yes,Service Reliability Issues
CUST-10482,Female,61,No,South,Month-to-Month,13,DSL,Electronic Check,Yes,Yes,No,No,48.22,2.14,649.02,2,3.7,Yes,No Long-Term Commitment
CUST-10483,Male,50,No,South,Month-to-Month,1,DSL,Electronic Check,No,No,Yes,No,63.28,2.77,40.03,2,3.4,No,Retained
CUST-10484,Male,48,No,South,One Year,15,DSL,Credit Card,Yes,Yes,No,Yes,78.54,4.12,1195.75,2,4.0,No,Retained
CUST-10485,Male,72,Yes,South,One Year,37,DSL,Credit Card,Yes,No,No,Yes,76.51,3.4,2847.55,1,3.3,No,Retained
CUST-10486,Female,33,No,West,Two Year,50,Fiber Optic,Credit Card,Yes,Yes,No,Yes,58.86,12.17,2894.58,4,2.3,No,Retained
CUST-10487,Female,55,No,West,One Year,27,DSL,Bank Transfer,Yes,No,No,No,44.14,5.08,1187.52,3,4.6,No,Retained
CUST-10488,Male,43,No,West,Two Year,29,DSL,Credit Card,Yes,No,No,No,49.62,6.43,1448.26,2,2.2,No,Retained
CUST-10489,Male,46,No,West,Month-to-Month,16,Fiber Optic,Mailed Check,Yes,No,No,Yes,80.28,2.05,1269.21,2,3.8,No,Retained
CUST-10490,Female,63,No,Northeast,Month-to-Month,14,None,Credit Card,Yes,Yes,No,Yes,53.57,1.28,760.99,1,4.3,No,Retained
CUST-10491,Male,49,No,Midwest,Month-to-Month,27,Fiber Optic,Bank Transfer,Yes,Yes,No,Yes,90.98,1.69,2484.67,2,3.8,Yes,Price Too High
CUST-10492,Female,50,No,South,Month-to-Month,28,Fiber Optic,Electronic Check,Yes,No,No,Yes,83.48,3.93,2336.37,3,3.0,Yes,Moved/No Longer Needed
CUST-10493,Female,57,No,Northeast,Month-to-Month,18,Fiber Optic,Credit Card,No,Yes,No,Yes,82.64,0.63,1495.38,2,2.5,No,Retained
CUST-10494,Female,37,No,Northeast,One Year,44,None,Electronic Check,Yes,No,Yes,No,54.7,2.68,2455.22,0,5.0,No,Retained
CUST-10495,Female,30,No,West,Month-to-Month,17,Fiber Optic,Credit Card,Yes,No,Yes,No,87.85,0.4,1510.01,1,3.0,Yes,Service Reliability Issues
CUST-10496,Male,27,No,West,Two Year,40,DSL,Bank Transfer,Yes,No,No,Yes,56.12,9.72,2251.83,2,4.7,No,Retained
CUST-10497,Female,18,No,West,Two Year,29,DSL,Electronic Check,Yes,Yes,Yes,No,85.99,12.44,2460.18,1,3.7,No,Retained
CUST-10498,Male,71,Yes,Northeast,Month-to-Month,12,Fiber Optic,Electronic Check,No,No,No,No,91.09,3.79,1116.57,4,2.3,Yes,Competitor Offer
CUST-10499,Male,27,No,Northeast,Month-to-Month,8,Fiber Optic,Bank Transfer,Yes,No,No,No,85.83,1.56,698.2,3,3.2,Yes,Competitor Offer
CUST-10500,Male,39,No,South,Month-to-Month,22,DSL,Electronic Check,Yes,No,No,Yes,29.7,0.26,698.33,3,4.2,Yes,Poor Support Experience
CUST-10501,Male,38,No,West,Month-to-Month,30,Fiber Optic,Bank Transfer,Yes,Yes,No,Yes,111.2,1.55,3337.64,1,3.5,No,Retained
CUST-10502,Female,46,No,West,Month-to-Month,2,DSL,Credit Card,No,Yes,Yes,No,88.03,0.58,112.49,4,2.1,No,Retained
CUST-10503,Male,53,No,West,Month-to-Month,7,Fiber Optic,Bank Transfer,No,Yes,No,No,111.05,0.92,717.85,3,1.5,Yes,Price Too High
CUST-10504,Male,54,No,South,Month-to-Month,4,DSL,Electronic Check,Yes,Yes,No,Yes,90.56,2.47,387.99,1,3.1,Yes,Price Too High
CUST-10505,Female,34,No,Northeast,Month-to-Month,18,DSL,Electronic Check,Yes,No,Yes,No,85.71,0.27,1522.82,2,3.8,Yes,Competitor Offer
CUST-10506,Male,40,No,Midwest,Two Year,71,Fiber Optic,Credit Card,Yes,No,No,No,81.35,6.0,5791.14,2,2.7,No,Retained
CUST-10507,Male,46,No,Northeast,One Year,43,Fiber Optic,Mailed Check,Yes,Yes,Yes,Yes,108.41,7.48,4665.63,1,3.9,No,Retained
CUST-10508,Male,39,No,Northeast,Two Year,70,Fiber Optic,Credit Card,No,No,No,No,94.64,5.29,6618.96,4,2.7,No,Retained
CUST-10509,Male,65,Yes,Midwest,Month-to-Month,9,Fiber Optic,Electronic Check,Yes,Yes,No,No,90.53,0.08,811.4,2,3.7,Yes,Competitor Offer
CUST-10510,Male,49,No,West,Month-to-Month,27,DSL,Credit Card,Yes,Yes,Yes,Yes,63.52,3.94,1684.75,1,1.9,Yes,No Long-Term Commitment
CUST-10511,Female,52,No,Midwest,One Year,14,DSL,Mailed Check,No,Yes,No,No,65.33,4.36,914.07,1,2.6,No,Retained
CUST-10512,Male,51,No,South,Month-to-Month,14,Fiber Optic,Bank Transfer,No,Yes,No,No,89.8,3.11,1236.74,4,2.3,Yes,Price Too High
CUST-10513,Male,58,No,Midwest,Month-to-Month,8,DSL,Mailed Check,Yes,No,Yes,No,67.02,1.3,523.13,2,5.0,No,Retained
CUST-10514,Female,45,No,South,One Year,40,DSL,Electronic Check,No,Yes,Yes,Yes,64.09,8.49,2552.27,0,3.4,No,Retained
CUST-10515,Female,24,No,Midwest,One Year,23,Fiber Optic,Electronic Check,Yes,No,No,Yes,58.43,6.4,1335.96,2,3.4,No,Retained
CUST-10516,Female,48,No,South,Month-to-Month,5,Fiber Optic,Credit Card,No,Yes,No,No,78.03,1.37,422.43,1,5.0,No,Retained
CUST-10517,Male,33,No,South,Month-to-Month,14,None,Bank Transfer,No,No,No,Yes,53.64,0.09,746.42,0,4.3,Yes,No Long-Term Commitment
CUST-10518,Male,35,No,South,Month-to-Month,28,DSL,Electronic Check,Yes,Yes,No,Yes,95.56,1.44,2711.51,4,3.3,Yes,Competitor Offer
CUST-10519,Female,50,No,South,Month-to-Month,30,DSL,Electronic Check,No,Yes,No,Yes,85.83,3.56,2628.72,2,2.6,No,Retained
CUST-10520,Male,59,No,Midwest,Month-to-Month,4,DSL,Bank Transfer,No,Yes,No,Yes,88.19,2.76,382.68,1,4.3,No,Retained
CUST-10521,Female,42,No,Midwest,Month-to-Month,7,Fiber Optic,Electronic Check,Yes,Yes,No,No,86.53,0.58,624.42,3,4.0,Yes,Moved/No Longer Needed
CUST-10522,Male,46,No,West,Month-to-Month,20,DSL,Credit Card,Yes,Yes,No,Yes,55.75,2.36,1126.44,2,3.9,Yes,No Long-Term Commitment
CUST-10523,Male,66,Yes,South,Two Year,36,DSL,Credit Card,No,No,Yes,No,55.57,9.7,2030.81,1,3.7,No,Retained
CUST-10524,Male,45,No,South,One Year,33,DSL,Credit Card,Yes,No,Yes,Yes,64.54,7.66,2132.95,3,3.7,No,Retained
CUST-10525,Female,78,Yes,South,One Year,17,Fiber Optic,Bank Transfer,Yes,No,No,No,66.36,5.25,1162.58,1,2.4,No,Retained
CUST-10526,Female,50,No,South,Month-to-Month,2,Fiber Optic,Electronic Check,No,No,Yes,Yes,86.55,3.47,194.59,2,4.0,Yes,Price Too High
CUST-10527,Female,18,No,Northeast,Month-to-Month,11,Fiber Optic,Credit Card,No,Yes,No,No,92.17,1.21,1001.28,2,2.5,Yes,Poor Support Experience
CUST-10528,Female,53,No,South,Month-to-Month,14,None,Credit Card,Yes,Yes,No,No,59.14,1.82,859.31,1,3.5,No,Retained
CUST-10529,Male,47,No,West,Month-to-Month,22,Fiber Optic,Credit Card,Yes,No,No,Yes,77.01,2.1,1697.42,2,4.6,Yes,No Long-Term Commitment
CUST-10530,Male,60,No,South,Month-to-Month,23,Fiber Optic,Credit Card,Yes,No,No,No,51.34,3.4,1177.11,5,3.6,Yes,Competitor Offer
CUST-10531,Male,51,No,South,One Year,25,Fiber Optic,Electronic Check,Yes,No,No,Yes,74.59,2.12,1848.08,1,2.5,No,Retained
